category,question,option_a,option_b,option_c,option_d,answer
teknologi,HDMI umum digunakan untuk mengirim...,Listrik rumah,Data GPS saja,Audio dan video digital,Udara bertekanan,C
teknologi,QR Code dapat digunakan untuk...,Menyimpan informasi yang dapat dipindai,Mendinginkan ponsel,Menghasilkan listrik,Mengukur berat,A
teknologi,Cloud storage berarti penyimpanan data pada...,Kartu suara analog,Server yang diakses melalui jaringan,Layar monitor,RAM lokal saja,B
teknologi,Phishing adalah upaya untuk...,Mempercepat CPU,Menipu pengguna agar memberikan informasi sensitif,Membersihkan virus secara otomatis,Mengompres video,B
teknologi,Malware adalah istilah umum untuk...,Bahasa markup,Jenis monitor,Perangkat keras baru,Perangkat lunak berbahaya,D
teknologi,Backup berarti...,Membuat salinan data untuk pemulihan,Mengganti CPU,Mematikan internet,Menghapus semua data,A
teknologi,Password yang kuat sebaiknya...,Sama untuk semua akun,Hanya terdiri dari angka 1234,Menggunakan nama sendiri saja,Panjang dan sulit ditebak,D
teknologi,2FA digunakan untuk meningkatkan...,Kecepatan printer,Kecerahan layar,Keamanan akun,Kapasitas RAM,C
teknologi,Database digunakan untuk...,Mengukur suara,Menyimpan dan mengelola data terstruktur,Menghasilkan cahaya,Mendinginkan komputer,B
teknologi,SQL adalah bahasa yang banyak digunakan untuk...,Mengatur kamera,Membuat kabel,Mengedit gambar,Mengelola database relasional,D
teknologi,API memungkinkan...,Aplikasi saling berkomunikasi,Baterai menghasilkan internet,Monitor menyimpan listrik,Keyboard menjadi printer,A
teknologi,Git digunakan terutama untuk...,Mengganti hard disk,Version control,Mengukur suhu CPU,Mengedit foto secara manual,B
teknologi,GitHub banyak digunakan untuk...,Menjual kabel,Hosting dan kolaborasi proyek kode,Mengisi baterai,Mengukur sinyal TV,B
teknologi,Domain adalah bagian dari alamat internet yang berfungsi sebagai...,Driver GPU,Nama yang mudah dikenali untuk sebuah situs,Kabel data,Jenis RAM,B
teknologi,Browser digunakan untuk...,Mengakses dan menampilkan halaman web,Mencetak kartu,Mengukur arus listrik,Mengompres baterai,A
teknologi,Contoh browser adalah...,Linux,Chrome,Android,Excel,B
teknologi,Format gambar yang mendukung transparansi adalah...,CSV,MP3,TXT,PNG,D
teknologi,Format audio yang umum digunakan adalah...,CSV,HTML,MP3,PNG,C
teknologi,Format file yang umum digunakan untuk data tabel adalah...,MP3,EXE,CSV,JPG,C
teknologi,Firewall berfungsi untuk...,Mendinginkan CPU,Mengubah gambar,Menyaring lalu lintas jaringan,Menambah ukuran monitor,C
teknologi,IP address digunakan untuk...,Mengidentifikasi perangkat/interface dalam jaringan,Mengatur volume speaker,Mencetak dokumen,Mengukur suhu,A
teknologi,Router berfungsi terutama untuk...,Menghasilkan suara,Menyimpan foto secara permanen,Meneruskan paket antarjaringan,Menampilkan video,C
teknologi,Modem digunakan untuk...,Menghubungkan jaringan lokal dengan layanan komunikasi internet tertentu,Mendinginkan laptop,Mengedit video,Mencetak dokumen,A
teknologi,Bluetooth dan Wi-Fi sama-sama menggunakan komunikasi...,Magnet permanen,Kabel optik saja,Kertas,Nirkabel,D
teknologi,AI merupakan singkatan dari...,Automatic Internet,Advanced Interface,Analog Information,Artificial Intelligence,D
olahraga,Jumlah pemain sepak bola dalam satu tim yang berada di lapangan adalah...,11,9,10,12,A
olahraga,Permainan bola basket menggunakan keranjang yang disebut...,Net,Base,Ring,Goal,C
olahraga,Jumlah pemain bola voli dalam satu tim di lapangan adalah...,5,8,7,6,D
olahraga,"Dalam bulu tangkis, alat untuk memukul shuttlecock disebut...",Raket,Tongkat,Stik,Bet,A
olahraga,Lari jarak pendek sering disebut...,Maraton,Sprint,Estafet,Jogging,B
olahraga,Lari maraton memiliki jarak resmi sekitar...,"21,1 km",10 km,"42,195 km",50 km,C
olahraga,Olahraga renang dilakukan di...,Kolam atau perairan,Lintasan sepeda saja,Ring,Lapangan rumput,A
olahraga,"Dalam tenis, alat untuk memukul bola adalah...",Tongkat golf,Bet kasti,Raket,Stik hoki,C
olahraga,Olahraga yang menggunakan papan dan ombak adalah...,Panahan,Atletik,Anggar,Selancar,D
olahraga,Olahraga yang menggunakan busur dan anak panah adalah...,Senam,Anggar,Renang,Panahan,D
olahraga,"Dalam tinju, pertandingan dilakukan di dalam...",Kolam,Ring,Lintasan,Lapangan,B
olahraga,Olahraga angkat beban terutama melatih...,Keseimbangan mata saja,Kelenturan jari,Kecepatan membaca,Kekuatan,D
olahraga,Pemanasan sebelum olahraga bertujuan membantu...,Membuat tubuh langsung lelah,Mempersiapkan tubuh,Menghentikan denyut nadi,Mengurangi gerak,B
olahraga,Pendinginan dilakukan setelah olahraga untuk membantu tubuh...,Kembali secara bertahap ke kondisi istirahat,Berhenti bernapas,Meningkatkan cedera,Tidak bergerak selamanya,A
olahraga,"Dalam sepak bola, pemain selain kiper tidak boleh menyentuh bola dengan...",Kepala,Kaki,Tangan secara sengaja,Dada,C
olahraga,Penjaga gawang dalam sepak bola disebut...,Setter,Striker,Libero,Goalkeeper,D
olahraga,"Dalam bola voli, pemain yang bertugas mengatur serangan biasanya disebut...",Setter,Catcher,Striker,Goalkeeper,A
olahraga,"Dalam bola basket, memasukkan bola dari luar garis tiga angka bernilai...",3,4,1,2,A
olahraga,"Dalam bulu tangkis, satu permainan pada sistem rally point umumnya dimainkan hingga...",21,15,11,25,A
olahraga,"Dalam tenis meja, alat pemukul bola disebut...",Tongkat,Sarung tangan,Bet,Raket,C
olahraga,Lapangan atletik untuk lari berbentuk umum...,Persegi,Segitiga,Oval,Lingkaran sempurna,C
olahraga,Lompat jauh bertujuan memperoleh...,Jumlah putaran terbanyak,Lemparan tertinggi,Waktu tidur terlama,Jarak lompatan sejauh mungkin,D
olahraga,Tolak peluru termasuk cabang olahraga...,Atletik,Permainan bola,Akuatik,Beladiri,A
olahraga,Lempar lembing menggunakan alat berbentuk...,Cakram,Pita,Bola kecil,Tongkat panjang runcing,D
olahraga,Senam yang dilakukan dengan iringan musik dan gerakan berirama disebut...,Senam ritmik,Senam lantai saja,Panahan,Tinju,A
olahraga,Olahraga judo berasal dari...,Brasil,Jepang,Mesir,Kanada,B
olahraga,Taekwondo berasal dari...,Kenya,Argentina,Korea,Italia,C
olahraga,Karate berkembang dari...,Peru,Mesir,Norwegia,Jepang,D
olahraga,"Dalam baseball, alat untuk memukul bola disebut...",Bat,Tongkat hoki,Raket,Bet tenis meja,A
olahraga,Golf dimainkan dengan memasukkan bola ke dalam...,Keranjang,Gawang besar,Lubang,Ring,C
olahraga,Olahraga bersepeda menggunakan...,Papan selancar,Raket,Busur,Sepeda,D
olahraga,"Triathlon terdiri dari renang, bersepeda, dan...",Lari,Panahan,Tinju,Senam,A
olahraga,Olahraga yang memadukan gerakan bela diri dan teknik kuncian di atas matras adalah...,Golf,Panahan,Renang,Gulat,D
olahraga,"Dalam sepak bola, tendangan dari sudut lapangan disebut...",Kick-off,Serve,Corner kick,Free throw,C
olahraga,Pertandingan bola voli dimulai dengan...,Toss basket,Kick-off,Dribel,Servis,D
olahraga,"Dalam basket, membawa bola dengan memantulkannya ke lantai disebut...",Blocking,Shooting,Dribbling,Passing,C
olahraga,"Dalam sepak bola, operan kepada rekan satu tim disebut...",Passing,Tackling,Heading,Dribbling,A
olahraga,Gerakan menyundul bola dalam sepak bola disebut...,Passing,Serving,Smashing,Heading,D
olahraga,"Dalam bulu tangkis, pukulan keras menukik ke area lawan disebut...",Drive,Lob,Drop shot,Smash,D
olahraga,"Dalam voli, pukulan serangan keras ke area lawan disebut...",Dribble,Smash,Lay-up,Pitch,B
bahasa,Lawan kata 'tinggi' adalah...,Besar,Lebar,Rendah,Panjang,C
bahasa,Lawan kata 'cepat' adalah...,Keras,Lambat,Kuat,Jauh,B
bahasa,Persamaan kata 'indah' adalah...,Buruk,Lemah,Elok,Kasar,C
bahasa,Persamaan kata 'cerdas' adalah...,Bingung,Pandai,Malas,Lambat,B
bahasa,Kata baku yang tepat adalah...,Risiko,Riziko,Resikko,Resiko,A
bahasa,Kata 'berlari' mendapat imbuhan...,di-,ter-,me-,ber-,D
bahasa,Kata dasar dari 'membaca' adalah...,Pembaca,Membaca,Baca,Bacaan,C
bahasa,Kalimat yang digunakan untuk meminta informasi disebut kalimat...,Berita,Tanya,Seru,Perintah,B
bahasa,Kalimat yang berisi perintah disebut kalimat...,Perintah,Berita,Pasif,Tanya,A
bahasa,Tanda baca yang digunakan pada akhir kalimat tanya adalah...,Titik,Tanda tanya,Koma,Titik dua,B
bahasa,Tanda baca yang lazim digunakan pada akhir kalimat berita adalah...,Tanda seru,Titik,Koma,Tanda tanya,B
bahasa,Kata yang menunjukkan pelaku dalam kalimat disebut...,Keterangan,Objek,Predikat,Subjek,D
bahasa,Bagian kalimat yang menerangkan tindakan subjek disebut...,Subjek,Pelengkap saja,Predikat,Objek,C
bahasa,"Kata yang menunjukkan nama orang, tempat, atau benda disebut...",Adverbia,Adjektiva,Nomina,Verba,C
bahasa,Kata yang menyatakan tindakan disebut...,Adjektiva,Nomina,Verba,Numeralia,C
bahasa,Kata yang menerangkan sifat disebut...,Adjektiva,Nomina,Verba,Konjungsi,A
bahasa,Kata 'dan' termasuk...,Nomina,Verba,Konjungsi,Interjeksi,C
bahasa,Ungkapan 'besar kepala' berarti...,Sombong,Sakit kepala,Pandai memasak,Sangat tinggi,A
bahasa,Ungkapan 'buah tangan' berarti...,Tangan besar,Hasil kebun,Oleh-oleh,Buah yang dibawa,C
bahasa,Ungkapan 'kambing hitam' berarti...,Pihak yang disalahkan,Orang yang kuat,Peternak,Hewan berwarna hitam,A
bahasa,Peribahasa 'besar pasak daripada tiang' berarti...,Bekerja sangat keras,Rumah sangat besar,Tiang lebih kuat,Pengeluaran lebih besar daripada pendapatan,D
bahasa,Peribahasa 'bagai pinang dibelah dua' berarti...,Tidak cocok,Sangat berbeda,Sangat mirip,Sangat jauh,C
bahasa,Lawan kata 'optimistis' adalah...,Aktif,Realistis,Pesimistis,Produktif,C
bahasa,Persamaan kata 'abadi' adalah...,Sementara,Kekal,Luntur,Pendek,B
bahasa,Persamaan kata 'teliti' adalah...,Cepat,Cermat,Ceroboh,Kasar,B
bahasa,Lawan kata 'hemat' adalah...,Boros,Cermat,Rajin,Sederhana,A
bahasa,Lawan kata 'jujur' adalah...,Baik,Sopan,Bohong,Ramah,C
bahasa,Kata 'rumah-rumah' merupakan bentuk...,Kata majemuk,Singkatan,Akronim,Kata ulang,D
bahasa,Gabungan dua kata yang menghasilkan makna tertentu disebut...,Kata ulang,Singkatan,Kata majemuk,Imbuhan,C
bahasa,Singkatan dari 'dan lain-lain' adalah...,dll.,dst.,dsb.,dkk.,A
bahasa,Singkatan 'dkk.' berarti...,dan lain-lain,dan kawan-kawan,dan sebagainya,dengan keterangan,B
bahasa,Kalimat 'Adik membaca buku' memiliki predikat...,buku,membaca,Adik membaca,Adik,B
bahasa,Kalimat 'Ibu memasak nasi' memiliki objek...,Ibu,nasi,memasak,memasak nasi,B
bahasa,Kata 'sangat' pada 'sangat indah' berfungsi menerangkan...,Pelaku,Keterangan tingkat,Objek,Subjek,B
bahasa,Paragraf yang gagasan utamanya berada di awal disebut paragraf...,Naratif,Induktif,Deduktif,Campuran,C
bahasa,Paragraf yang gagasan utamanya berada di akhir disebut paragraf...,Induktif,Deduktif,Argumentatif,Deskriptif,A
bahasa,Teks yang bertujuan menggambarkan suatu objek secara rinci disebut teks...,Deskripsi,Persuasi,Eksposisi,Prosedur,A
mtk,Hasil dari 15 + 27 adalah...,40,43,41,42,D
mtk,Hasil dari 64 - 29 adalah...,33,36,34,35,D
mtk,Hasil dari 8 × 7 adalah...,58,54,56,60,C
mtk,Hasil dari 81 ÷ 9 adalah...,9,7,10,8,A
mtk,Hasil dari 12 × 12 adalah...,124,154,144,134,C
mtk,Hasil dari 100 - 37 adalah...,67,73,64,63,D
mtk,Hasil dari 25 + 38 adalah...,83,53,73,63,D
mtk,Hasil dari 144 ÷ 12 adalah...,13,11,12,10,C
mtk,Hasil dari 9 × 11 adalah...,109,119,88,99,D
mtk,Hasil dari 72 ÷ 8 adalah...,10,8,11,9,D
mtk,Hasil dari 3² adalah...,9,12,6,8,A
mtk,Hasil dari 5² adalah...,10,15,25,20,C
mtk,Hasil dari √81 adalah...,7,10,9,8,C
mtk,Hasil dari √144 adalah...,10,13,11,12,D
mtk,"Jika x + 7 = 15, maka x = ...",9,7,6,8,D
mtk,"Jika x - 9 = 6, maka x = ...",16,15,14,13,B
mtk,"Jika 3x = 21, maka x = ...",9,8,7,6,C
mtk,"Jika 2x + 4 = 14, maka x = ...",7,6,5,4,C
mtk,Setengah dari 80 adalah...,50,20,30,40,D
mtk,25% dari 200 adalah...,25,40,75,50,D
mtk,10% dari 350 adalah...,55,25,35,45,C
mtk,3/4 dari 100 adalah...,60,50,80,75,D
mtk,1/5 dari 100 adalah...,50,10,25,20,D
mtk,Pecahan yang setara dengan 1/2 adalah...,2/3,2/4,3/5,4/10,B
mtk,Bilangan prima terkecil adalah...,2,3,1,0,A
mtk,Bilangan prima setelah 7 adalah...,8,10,11,9,C
mtk,FPB dari 12 dan 18 adalah...,3,9,6,4,C
mtk,KPK dari 4 dan 6 adalah...,24,8,10,12,D
mtk,Keliling persegi dengan sisi 8 cm adalah...,24 cm,32 cm,16 cm,64 cm,B
mtk,Luas persegi dengan sisi 9 cm adalah...,18 cm²,72 cm²,81 cm²,36 cm²,C
mtk,Luas persegi panjang 12 cm × 5 cm adalah...,60 cm²,34 cm²,120 cm²,17 cm²,A
mtk,Keliling persegi panjang dengan panjang 10 cm dan lebar 4 cm adalah...,20 cm,14 cm,40 cm,28 cm,D
mtk,Jumlah sudut dalam segitiga adalah...,180°,90°,270°,360°,A
mtk,Sudut yang besarnya 90° disebut sudut...,Siku-siku,Tumpul,Refleks,Lancip,A
mtk,Sudut yang kurang dari 90° disebut sudut...,Siku-siku,Lancip,Tumpul,Lurus,B
mtk,Sudut 180° disebut sudut...,Lurus,Lancip,Siku-siku,Refleks,A
mtk,1 meter sama dengan...,50 cm,100 cm,10 cm,1000 cm,B
mtk,1 kilogram sama dengan...,100 gram,500 gram,1000 gram,10 gram,C
mtk,2 jam sama dengan...,90 menit,180 menit,60 menit,120 menit,D
mtk,3 hari sama dengan...,72 jam,96 jam,48 jam,60 jam,A
logika,"Lanjutan pola 2, 4, 6, 8, ... adalah...",10,11,12,9,A
logika,"Lanjutan pola 5, 10, 15, 20, ... adalah...",25,22,24,30,A
logika,"Lanjutan pola 3, 6, 12, 24, ... adalah...",36,48,42,52,B
logika,"Lanjutan pola 81, 27, 9, 3, ... adalah...",6,1,0,2,B
logika,"Lanjutan pola 1, 4, 9, 16, ... adalah...",25,20,36,24,A
logika,"Lanjutan pola 10, 20, 40, 80, ... adalah...",120,160,140,100,B
logika,"Lanjutan pola 100, 90, 80, 70, ... adalah...",75,60,65,50,B
logika,"Lanjutan pola 1, 1, 2, 3, 5, ... adalah...",6,7,9,8,D
logika,Semua A adalah B. Semua B adalah C. Kesimpulan yang benar adalah...,Tidak ada A yang C,Semua C adalah A,Sebagian C bukan B,Semua A adalah C,D
logika,"Jika hari ini Senin, tiga hari lagi adalah...",Selasa,Rabu,Kamis,Jumat,C
logika,"Jika A lebih besar dari B, dan B lebih besar dari C, maka...",B < C,A > C,A < C,A = C,B
logika,"Jika semua burung memiliki sayap dan elang adalah burung, maka...",Semua sayap adalah elang,Elang bukan burung,Elang memiliki sayap,Tidak ada kesimpulan,C
logika,Mana yang berbeda dari yang lain?,Apel,Mangga,Wortel,Jeruk,C
logika,Mana yang tidak sekelompok?,Biru,Segitiga,Hijau,Merah,B
logika,"Jika 2 + 3 = 10 dan 3 + 4 = 21 dengan pola tertentu, maka 4 + 5 = ...",30,27,45,36,C
logika,Sebuah jam menunjukkan pukul 03.00. Sudut antara jarum jam dan menit adalah...,90°,180°,0°,45°,A
logika,"Jika semua X adalah Y, tetapi tidak semua Y adalah X, hubungan yang tepat adalah...",X sama dengan Y,Y merupakan bagian dari X,X dan Y tidak berhubungan,X merupakan bagian dari Y,D
logika,Ayah lebih tua dari Budi. Budi lebih tua dari Cici. Siapa yang paling muda?,Cici,Budi,Ayah,Tidak dapat ditentukan,A
logika,Ani lebih tinggi dari Budi. Cici lebih tinggi dari Ani. Siapa paling tinggi?,Cici,Ani,Budi,Sama tinggi,A
logika,"Jika 5 orang berjabat tangan satu kali dengan setiap orang lain, jumlah jabat tangan adalah...",10,15,5,20,A
logika,Ada 4 kotak. Setiap kotak berisi 3 bola. Jumlah bola seluruhnya...,14,12,10,7,B
logika,"Jika 1 = 3, 2 = 6, 3 = 9, maka 5 = ...",18,12,20,15,D
logika,Sebuah angka dikali 2 lalu ditambah 3 menghasilkan 13. Angka itu adalah...,4,6,7,5,D
logika,"Jika semua mawar adalah bunga, maka pernyataan yang pasti benar adalah...",Semua bunga adalah mawar,Mawar termasuk bunga,Tidak ada bunga yang mawar,Mawar bukan bunga,B
logika,Urutan dari terkecil ke terbesar yang benar adalah...,"3, 2, 1, 0","0, 1, 2, 3","2, 0, 3, 1","1, 0, 3, 2",B
logika,"Jika sebuah pola bertambah 7 setiap langkah: 4, 11, 18, 25, ... angka berikutnya adalah...",32,30,31,33,A
logika,"Jika sebuah pola berkurang 4: 30, 26, 22, 18, ... angka berikutnya adalah...",12,15,14,13,C
logika,Dina berada di depan Eko. Eko berada di depan Fajar. Siapa yang berada paling belakang?,Eko,Dina,Fajar,Tidak diketahui,C
logika,"Jika hari ini Rabu, dua hari sebelum hari ini adalah...",Senin,Jumat,Minggu,Selasa,A
logika,"Jika semua ikan hidup di air dan ikan mas adalah ikan, maka...",Ikan mas hidup di air,Tidak ada kesimpulan,Ikan mas hidup di darat,Semua yang hidup di air adalah ikan mas,A
logika,Manakah pasangan yang memiliki hubungan sama: Dokter : Rumah Sakit = Guru : ...,Stadion,Bandara,Sekolah,Pasar,C
logika,Manakah pasangan yang memiliki hubungan sama: Pensil : Menulis = Gunting : ...,Mewarnai,Memotong,Mengukur,Menghapus,B
logika,"Manakah yang paling berbeda: 2, 4, 6, 9, 10",2,6,9,10,C
logika,"Jika 3 buku berharga Rp15.000, harga 1 buku dengan harga sama adalah...",Rp3.000,Rp5.000,Rp6.000,Rp4.000,B
logika,"Jika 6 apel dibagi rata kepada 2 orang, setiap orang mendapat...",4,3,6,2,B
logika,Sebuah bus berangkat pukul 08.00 dan perjalanan berlangsung 2 jam. Bus tiba pukul...,11.00,10.00,09.00,12.00,B
logika,"Jika semua kendaraan membutuhkan energi untuk bergerak dan mobil adalah kendaraan, maka...",Mobil membutuhkan energi untuk bergerak,Semua energi adalah mobil,Kendaraan bukan mobil,Mobil tidak bergerak,A
logika,Urutan alfabetis yang benar adalah...,"Bola, Batu, Buku","Bola, Buku, Batu","Batu, Bola, Buku","Buku, Batu, Bola",A
logika,"Jika satu kotak berisi 5 pensil, maka 7 kotak berisi...",45,30,35,40,C
bahasa,Kata yang tepat untuk melengkapi kalimat 'Mereka ... di halaman sekolah' adalah...,dimainkan,bermainlah,permainan,bermain,D
bahasa,Kata 'kebersihan' dibentuk dari kata dasar...,bersihkan,membersihkan,bersih,bersihan,C
bahasa,Kalimat yang paling efektif adalah...,Siswa-siswa para sedang belajar.,Para siswa semuanya sedang belajar-belajar.,Para siswa-siswa belajar di kelas.,Para siswa sedang belajar di kelas.,D
geografi,Negara yang dikenal sebagai Negeri Sakura adalah...,Thailand,Vietnam,Jepang,Korea Selatan,C
logika,"Jika setiap segitiga memiliki tiga sisi dan bentuk X adalah segitiga, maka X memiliki...",Lima sisi,Dua sisi,Tiga sisi,Empat sisi,C
sejarah,Peristiwa Sumpah Pemuda berlangsung dalam Kongres Pemuda yang kedua pada tahun...,1926,1928,1945,1930,B
bahasa,Lawan kata 'sulit' adalah...,Lambat,Panjang,Kecil,Mudah,D
English,"What is the correct plural form of ""child""?",Children,Childs,Childes,Childrens,A
English,Which sentence is grammatically correct?,She doesn't like coffee.,She doesn't likes coffee.,She not like coffee.,She don't like coffee.,A
English,"What is the past tense of ""go""?",Went,Going,Goed,Gone,A
English,"Choose the correct article: ""I saw ___ elephant at the zoo.""",an,a,thee,one,A
English,"What is the opposite of ""expensive""?",Cheap,Heavy,Difficult,Large,A
English,"Which word is a synonym of ""happy""?",Joyful,Afraid,Angry,Tired,A
English,"Complete: ""They ___ playing football now.""",are,is,am,be,A
English,"What is the comparative form of ""good""?",Better,More good,Best,Gooder,A
English,Which sentence uses the simple past tense correctly?,He visited Bali yesterday.,He visiting Bali yesterday.,He visit Bali yesterday.,He visits Bali yesterday.,A
English,"What does ""library"" mean?",A place where people borrow books,A place where people buy clothes,A place where people cook,A place where people play sports,A
English,"Choose the correct pronoun: ""Rina and I are students. ___ study together.""",We,Us,Them,They,A
English,"What is the meaning of ""beautiful""?",Indah,Berisik,Cepat,Kotor,A
English,"Complete: ""My father ___ a doctor.""",are,is,am,be,B
English,Which word is a noun?,Beautiful,Happiness,Quickly,Run,B
English,"What is the opposite of ""early""?",Quick,Late,Fast,Soon,B
English,Choose the correct sentence.,There is two books on the table.,There are two books on the table.,There be two books on the table.,There has two books on the table.,B
English,"What is the past participle of ""write""?",Writing,Written,Writes,Wrote,B
English,"Complete: ""I have lived here ___ 2015.""",from,since,for,during,B
English,Which word is an adjective?,Carefully,Careful,Care,Caringly,B
English,"What does ""borrow"" mean?",To buy something cheaply,To take something and return it later,To throw something away,To give something permanently,B
English,Choose the correct question.,Where are you live?,Where do you live?,Where you live?,Where does you live?,B
English,"What is the superlative form of ""small""?",Smaller,Smallest,More small,Most smaller,B
English,"Complete: ""She can ___ English very well.""",speaking,speak,spoke,speaks,B
English,"Which word means ""mulai""?",Forget,Begin,Finish,Leave,B
English,"Choose the correct preposition: ""The book is ___ the table.""",in,at,on,to,C
English,"What is the opposite of ""strong""?",Young,Hard,Weak,Tall,C
English,Which sentence is in the future tense?,I am eating breakfast.,I eat breakfast.,I will eat breakfast.,I ate breakfast.,C
English,"What is the meaning of ""usually""?",Tidak pernah,Jarang,Biasanya,Segera,C
English,"Complete: ""If it rains, we ___ stay at home.""",are,did,will,would have,C
English,Which word is a verb?,Slowly,Teacher,Run,Beautiful,C
English,"Choose the correct possessive form: ""This is ___ book.""",John,Johns,John's,Johns',C
English,"What does ""quiet"" mean?",Cepat,Penuh,Tenang,Keras,C
English,"Complete: ""There ___ some milk in the refrigerator.""",were,are,is,be,C
English,Which sentence is correct?,I have two brother.,I has two brothers.,I have two brothers.,I having two brothers.,C
English,"What is the opposite of ""difficult""?",Strong,Wide,Easy,Busy,C
English,"Choose the correct form: ""She ___ to school every day.""",gone,go,goes,going,C
English,"What is the meaning of ""carefully""?",Dengan marah,Dengan cepat sekali,Dengan hati-hati,Dengan malas,C
English,Which sentence is a polite request?,You give me your pen.,You must give me your pen.,Give me your pen!,"Could you lend me your pen, please?",D
English,"What is the past tense of ""eat""?",Eating,Eated,Eaten,Ate,D
English,"Complete: ""This bag is ___ than that one.""",cheap,cheapest,more cheap,cheaper,D
English,Which word is an adverb?,Quicken,Quickness,Quick,Quickly,D
English,"What does ""weather"" refer to?",A place to sleep,A type of clothing,A kind of food,The condition of the atmosphere,D
English,Choose the correct sentence.,He have finished his homework.,He has finish his homework.,He finished has his homework.,He has finished his homework.,D
English,"What is the meaning of ""although""?",Sebelum,Sehingga,Karena,Meskipun,D
English,"Complete: ""I ___ watching TV when you called.""",be,am,were,was,D
English,"Which word is closest in meaning to ""begin""?",End,Stop,Close,Start,D
English,"Choose the correct conjunction: ""I stayed home ___ I was sick.""",or,although,but,because,D
English,What is the correct spelling?,Beautifool,Beautifull,Beutiful,Beautiful,D
English,"Complete: ""How ___ students are in your class?""",much,long,often,many,D
English,Which sentence is grammatically correct?,She has live here for five years.,She living here for five years.,She have lived here for five years.,She has lived here for five years.,D
